avg_monthly_hours,department,last_evaluation,left,number_project,promotion_last_5years,salary,satisfaction_level,time_spend_company,work_accident
260,sales,0.85,sim,6,nao,low,0.1,4,nao
149,sales,0.53,sim,2,nao,low,0.44,3,nao
266,sales,0.85,sim,5,nao,low,0.89,5,nao
149,sales,0.56,sim,2,nao,low,0.42,3,nao
242,sales,1.0,sim,5,nao,low,0.87,5,nao
134,sales,0.5700000000000001,sim,2,nao,low,0.45,3,nao
271,sales,0.87,sim,5,nao,low,0.11,4,nao
275,sales,0.79,sim,6,nao,low,0.09,4,nao
227,sales,0.8300000000000001,sim,5,nao,low,0.76,5,nao
277,sales,0.96,sim,7,nao,low,0.11,5,nao
151,sales,0.49,sim,2,nao,low,0.37,3,nao
274,sales,0.79,sim,6,nao,low,0.1,4,nao
242,sales,0.87,sim,4,nao,low,0.77,6,nao
143,sales,0.54,sim,2,nao,low,0.42,3,sim
145,sales,0.52,sim,2,nao,low,0.38,3,nao
172,sales,0.9500000000000001,sim,5,nao,low,0.32,2,nao
135,accounting,0.49,sim,2,nao,low,0.38,3,nao
192,accounting,1.0,sim,4,nao,low,0.19,4,nao
276,accounting,0.8300000000000001,sim,7,nao,low,0.1,4,nao
206,hr,0.88,sim,4,nao,medium,0.76,4,nao
281,hr,0.56,sim,4,nao,medium,0.53,6,nao
151,hr,0.51,sim,2,nao,medium,0.39,3,nao
244,hr,0.8300000000000001,sim,6,nao,medium,0.11,4,nao
309,technical,0.9400000000000001,sim,6,nao,medium,0.1,4,nao
218,technical,1.0,sim,5,nao,medium,0.84,5,nao
263,technical,0.99,sim,4,nao,medium,0.8200000000000001,6,nao
244,technical,0.8200000000000001,sim,6,nao,medium,0.1,4,nao
263,technical,0.49,sim,7,nao,medium,0.59,4,nao
143,technical,0.48,sim,2,nao,medium,0.44,3,nao
181,technical,0.9500000000000001,sim,2,nao,medium,0.89,5,nao
265,technical,0.84,sim,5,nao,medium,0.91,5,nao
161,technical,0.5700000000000001,sim,5,nao,high,0.66,5,nao
282,technical,0.87,sim,7,nao,low,0.11,5,nao
155,technical,0.51,sim,2,nao,medium,0.43,3,nao
217,support,0.8300000000000001,sim,4,nao,medium,0.78,6,nao
289,support,0.97,sim,6,nao,medium,0.11,5,nao
259,support,0.98,sim,4,nao,medium,0.8300000000000001,5,nao
158,support,0.54,sim,2,nao,low,0.39,3,nao
158,support,0.55,sim,2,nao,low,0.38,3,nao
155,support,0.5700000000000001,sim,2,nao,low,0.37,3,nao
146,support,0.48,sim,2,nao,low,0.44,3,nao
164,support,0.85,sim,2,nao,low,0.53,5,nao
259,support,0.96,sim,6,nao,low,0.09,4,nao
293,support,0.89,sim,6,nao,low,0.11,4,nao
275,support,0.96,sim,5,nao,low,0.8300000000000001,5,nao
219,technical,1.0,sim,5,nao,low,0.88,6,sim
247,technical,0.89,sim,6,nao,low,0.1,4,nao
309,technical,0.86,sim,7,nao,low,0.09,4,nao
151,management,0.54,sim,2,nao,low,0.44,3,nao
129,IT,0.51,sim,2,nao,low,0.39,3,nao
274,IT,0.9400000000000001,sim,4,nao,low,0.87,5,nao
233,IT,0.99,sim,4,nao,low,0.74,5,nao
289,IT,0.9500000000000001,sim,7,nao,low,0.1,4,nao
239,IT,0.8200000000000001,sim,4,nao,low,0.74,6,nao
221,product_mng,0.99,sim,5,nao,low,0.75,5,nao
150,product_mng,0.56,sim,2,nao,low,0.41000000000000003,3,nao
144,product_mng,0.45,sim,2,nao,low,0.41000000000000003,3,sim
289,product_mng,0.9,sim,7,nao,low,0.09,4,nao
301,IT,0.8,sim,6,nao,medium,0.09,5,nao
145,accounting,0.5700000000000001,sim,2,nao,medium,0.39,3,nao
137,accounting,0.56,sim,2,nao,medium,0.4,3,nao
131,hr,0.54,sim,2,nao,medium,0.37,3,sim
246,hr,0.84,sim,6,nao,medium,0.1,4,nao
136,hr,0.51,sim,2,nao,medium,0.43,3,nao
240,marketing,0.85,sim,5,nao,medium,0.75,6,sim
156,sales,0.56,sim,2,nao,medium,0.37,3,nao
305,accounting,0.85,sim,6,nao,medium,0.11,4,nao
154,support,0.45,sim,2,nao,medium,0.45,3,sim
261,technical,1.0,sim,5,nao,medium,0.87,5,sim
244,management,0.9400000000000001,sim,7,nao,medium,0.11,4,nao
129,marketing,0.54,sim,2,nao,high,0.45,3,nao
254,marketing,0.87,sim,4,nao,low,0.81,5,nao
236,marketing,0.91,sim,5,nao,medium,0.77,5,nao
237,sales,0.92,sim,5,nao,medium,0.89,5,nao
135,sales,0.49,sim,2,nao,medium,0.43,3,nao
236,sales,1.0,sim,5,nao,medium,0.78,5,nao
149,sales,0.47000000000000003,sim,2,nao,low,0.37,3,nao
141,sales,0.5,sim,2,nao,low,0.37,3,nao
270,sales,0.8200000000000001,sim,4,nao,low,0.85,5,nao
138,sales,0.47000000000000003,sim,2,nao,low,0.41000000000000003,3,nao
298,sales,0.96,sim,6,nao,low,0.11,4,nao
254,sales,0.99,sim,5,nao,low,0.75,5,nao
248,sales,0.85,sim,5,nao,low,0.8200000000000001,5,nao
257,sales,1.0,sim,5,nao,low,0.79,6,nao
150,sales,0.53,sim,2,nao,low,0.43,3,nao
281,sales,0.9,sim,7,nao,low,0.1,4,nao
141,sales,0.48,sim,2,nao,low,0.46,3,sim
157,sales,0.5700000000000001,sim,2,nao,low,0.43,3,nao
136,sales,0.55,sim,2,nao,low,0.43,3,nao
296,sales,0.8,sim,7,nao,low,0.11,4,nao
279,sales,0.86,sim,6,nao,low,0.09,4,nao
131,sales,0.53,sim,2,nao,low,0.37,3,nao
160,accounting,0.5700000000000001,sim,2,nao,low,0.4,3,nao
291,accounting,0.77,sim,7,nao,low,0.1,4,nao
157,accounting,0.53,sim,2,nao,low,0.41000000000000003,3,nao
294,hr,0.58,sim,3,nao,low,0.79,4,nao
310,hr,0.79,sim,7,nao,low,0.11,4,nao
282,hr,0.97,sim,6,nao,medium,0.1,4,nao
134,hr,0.51,sim,2,nao,medium,0.44,3,nao
214,technical,0.46,sim,4,nao,medium,0.25,4,nao
137,technical,0.52,sim,2,nao,medium,0.44,3,nao
252,technical,1.0,sim,4,nao,medium,0.73,5,nao
243,technical,0.97,sim,5,nao,medium,0.75,6,nao
148,technical,0.47000000000000003,sim,2,nao,medium,0.36,3,nao
151,technical,0.49,sim,2,nao,medium,0.37,3,nao
129,technical,0.49,sim,2,nao,medium,0.39,3,nao
198,technical,0.78,sim,2,nao,medium,0.48,2,nao
275,technical,0.72,sim,4,nao,medium,0.5700000000000001,6,nao
243,technical,0.96,sim,5,nao,medium,0.9,5,nao
159,technical,0.55,sim,2,nao,high,0.39,3,nao
145,support,0.51,sim,2,nao,low,0.44,3,nao
242,support,0.88,sim,5,nao,medium,0.81,5,nao
242,support,0.87,sim,5,nao,medium,0.74,5,nao
145,support,0.56,sim,2,nao,medium,0.44,3,nao
154,support,0.56,sim,2,sim,medium,0.41000000000000003,3,nao
139,support,0.51,sim,2,nao,low,0.4,3,nao
152,support,0.5700000000000001,sim,2,nao,low,0.46,3,nao
211,support,0.8300000000000001,sim,2,nao,low,0.8,3,nao
258,support,0.9,sim,5,nao,low,0.87,5,nao
155,support,0.54,sim,2,nao,low,0.39,3,nao
148,support,0.55,sim,2,nao,low,0.38,3,nao
255,technical,0.67,sim,2,nao,low,0.66,3,nao
264,technical,0.8,sim,6,nao,low,0.1,4,nao
132,technical,0.54,sim,2,nao,low,0.37,3,nao
255,management,0.77,sim,6,nao,low,0.1,4,nao
263,IT,0.87,sim,5,nao,low,0.09,4,nao
222,IT,0.84,sim,5,nao,low,0.86,5,nao
263,IT,0.9,sim,6,nao,low,0.11,4,nao
157,IT,0.46,sim,2,nao,low,0.37,3,nao
307,IT,0.92,sim,7,nao,low,0.11,4,nao
259,product_mng,0.98,sim,5,nao,low,0.77,6,nao
222,product_mng,0.9400000000000001,sim,5,nao,low,0.84,6,nao
250,product_mng,0.84,sim,7,nao,low,0.1,4,nao
245,product_mng,0.9,sim,5,nao,low,0.8300000000000001,5,nao
292,IT,0.79,sim,6,nao,low,0.11,4,nao
252,RandD,0.92,sim,5,nao,low,0.86,5,nao
161,RandD,0.56,sim,2,nao,medium,0.38,3,nao
250,RandD,0.88,sim,5,nao,medium,0.11,4,nao
134,RandD,0.49,sim,2,nao,medium,0.45,3,nao
279,RandD,0.85,sim,7,nao,medium,0.1,4,nao
256,marketing,0.9500000000000001,sim,7,nao,medium,0.09,4,nao
127,sales,0.53,sim,2,nao,medium,0.39,3,nao
138,accounting,0.47000000000000003,sim,2,nao,medium,0.37,3,sim
243,support,0.97,sim,5,nao,medium,0.81,5,nao
296,technical,0.9,sim,7,nao,medium,0.09,4,nao
267,management,0.88,sim,7,nao,medium,0.1,4,nao
144,marketing,0.49,sim,2,nao,medium,0.39,3,nao
251,marketing,0.9500000000000001,sim,4,nao,medium,0.8300000000000001,5,nao
148,marketing,0.5700000000000001,sim,2,nao,high,0.45,3,nao
141,sales,0.51,sim,2,nao,low,0.43,3,nao
268,sales,0.75,sim,3,nao,medium,0.8,2,nao
247,sales,0.86,sim,6,nao,medium,0.1,4,nao
247,sales,0.55,sim,2,nao,medium,0.1,4,nao
146,sales,0.52,sim,2,nao,medium,0.36,3,nao
140,sales,0.5,sim,2,nao,low,0.38,3,nao
263,sales,0.98,sim,5,nao,low,0.78,6,nao
145,sales,0.49,sim,2,nao,low,0.44,3,nao
156,sales,0.46,sim,2,nao,low,0.41000000000000003,3,sim
244,sales,0.85,sim,5,nao,low,0.72,6,nao
144,sales,0.54,sim,2,nao,low,0.46,3,nao
286,sales,0.9,sim,7,nao,low,0.1,4,nao
141,sales,0.67,sim,4,nao,low,0.34,2,nao
260,sales,0.89,sim,6,nao,low,0.11,5,nao
154,sales,0.56,sim,2,nao,low,0.38,3,nao
225,sales,0.92,sim,5,nao,low,0.8200000000000001,5,nao
127,sales,0.5700000000000001,sim,2,nao,low,0.39,3,nao
140,sales,0.53,sim,2,nao,low,0.44,3,nao
147,sales,0.52,sim,2,nao,low,0.43,3,nao
227,accounting,0.8300000000000001,sim,4,nao,low,0.84,5,nao
153,accounting,0.48,sim,2,nao,low,0.43,3,nao
128,accounting,0.52,sim,2,nao,low,0.37,3,nao
228,hr,0.97,sim,4,nao,low,0.74,5,nao
235,hr,0.97,sim,5,nao,low,0.73,5,nao
148,hr,0.47000000000000003,sim,2,nao,low,0.37,3,nao
238,hr,0.62,sim,4,nao,low,0.58,3,nao
141,technical,0.54,sim,2,nao,medium,0.4,3,nao
249,technical,0.8300000000000001,sim,5,nao,medium,0.51,4,nao
151,technical,0.5,sim,2,nao,medium,0.46,3,nao
129,technical,0.54,sim,2,nao,medium,0.45,3,nao
156,technical,0.5,sim,2,nao,medium,0.46,3,nao
134,technical,0.45,sim,2,nao,medium,0.39,3,nao
269,technical,0.88,sim,6,nao,medium,0.09,4,nao
290,technical,0.77,sim,6,nao,medium,0.09,4,nao
132,technical,0.51,sim,2,nao,medium,0.37,3,nao
308,technical,0.89,sim,7,nao,medium,0.1,4,nao
232,technical,1.0,sim,4,nao,medium,0.77,5,nao
235,support,0.86,sim,5,nao,medium,0.79,5,nao
130,support,0.55,sim,2,nao,high,0.43,3,nao
146,support,0.53,sim,2,nao,low,0.38,3,nao
221,support,0.91,sim,5,nao,medium,0.77,6,nao
130,support,0.5,sim,2,nao,medium,0.44,3,nao
136,support,0.46,sim,2,nao,medium,0.39,3,nao
274,support,0.89,sim,5,nao,medium,0.78,6,nao
256,support,0.79,sim,6,nao,low,0.1,5,nao
276,support,0.77,sim,5,nao,low,0.1,4,nao
267,support,0.85,sim,5,nao,low,0.75,5,nao
213,support,0.62,sim,6,nao,low,0.46,3,nao
274,technical,0.97,sim,4,nao,low,0.91,6,nao
258,technical,0.92,sim,6,nao,low,0.1,4,nao
153,technical,0.6000000000000001,sim,3,nao,low,0.72,5,nao
245,management,0.9500000000000001,sim,6,nao,low,0.11,4,nao
264,IT,0.9400000000000001,sim,6,nao,low,0.11,4,nao
154,IT,0.5700000000000001,sim,2,nao,low,0.46,3,nao
149,IT,0.46,sim,2,nao,low,0.37,3,nao
157,IT,0.5,sim,2,nao,low,0.46,3,nao
127,IT,0.5700000000000001,sim,2,nao,low,0.43,3,nao
270,product_mng,0.8200000000000001,sim,6,nao,low,0.11,4,nao
236,product_mng,0.89,sim,5,nao,low,0.73,6,nao
158,product_mng,0.47000000000000003,sim,2,nao,low,0.43,3,nao
229,product_mng,1.0,sim,5,nao,low,0.86,5,nao
269,IT,0.8300000000000001,sim,6,nao,low,0.1,4,nao
128,sales,0.49,sim,2,nao,low,0.4,3,nao
278,sales,0.87,sim,7,nao,low,0.11,4,nao
158,sales,0.98,sim,3,nao,low,0.86,5,nao
202,sales,1.0,sim,3,nao,medium,0.42,3,nao
240,sales,0.84,sim,4,nao,medium,0.79,5,nao
255,marketing,0.96,sim,7,nao,medium,0.1,4,nao
254,sales,0.92,sim,7,nao,medium,0.09,4,nao
257,accounting,0.8200000000000001,sim,6,nao,medium,0.09,4,nao
228,support,1.0,sim,4,nao,medium,0.87,5,nao
145,technical,0.49,sim,2,nao,medium,0.36,3,nao
218,management,0.75,sim,3,nao,medium,0.42,4,nao
268,marketing,0.86,sim,5,nao,medium,0.84,5,nao
278,marketing,0.8300000000000001,sim,6,nao,medium,0.1,4,nao
249,marketing,0.71,sim,3,nao,medium,0.78,5,nao
236,sales,0.99,sim,3,nao,medium,0.35000000000000003,4,nao
291,sales,0.81,sim,7,nao,high,0.1,4,nao
306,sales,0.8,sim,6,nao,low,0.11,4,nao
135,sales,0.48,sim,2,nao,medium,0.43,3,nao
156,sales,0.45,sim,2,nao,medium,0.38,3,nao
143,sales,0.54,sim,2,nao,medium,0.46,3,nao
243,sales,0.8200000000000001,sim,4,nao,medium,0.89,5,nao
147,sales,0.5,sim,2,nao,low,0.45,3,nao
159,sales,0.53,sim,2,nao,low,0.44,3,nao
216,sales,0.54,sim,5,nao,low,0.74,3,nao
152,sales,0.54,sim,2,nao,low,0.45,3,nao
226,sales,0.93,sim,4,nao,low,0.79,5,nao
271,sales,0.91,sim,5,nao,low,0.79,5,nao
255,sales,0.87,sim,6,nao,low,0.11,4,nao
140,sales,0.48,sim,2,nao,low,0.42,3,nao
252,sales,0.9,sim,6,nao,low,0.64,2,nao
159,sales,0.55,sim,2,nao,low,0.4,3,nao
270,sales,0.98,sim,5,nao,low,0.84,5,nao
232,sales,0.92,sim,5,nao,low,0.73,5,nao
144,accounting,0.51,sim,2,nao,low,0.4,3,nao
127,accounting,0.45,sim,2,nao,low,0.36,3,nao
131,accounting,0.47000000000000003,sim,2,nao,low,0.43,3,nao
243,hr,0.78,sim,6,nao,low,0.11,4,nao
244,hr,1.0,sim,5,nao,low,0.91,6,nao
260,hr,1.0,sim,5,nao,low,0.8,5,nao
139,hr,0.49,sim,2,nao,low,0.42,3,nao
184,technical,0.87,sim,4,nao,low,0.31,3,nao
130,technical,0.47000000000000003,sim,2,nao,low,0.44,3,nao
135,technical,0.54,sim,2,nao,medium,0.38,3,nao
146,technical,0.56,sim,2,nao,medium,0.45,3,nao
149,technical,0.46,sim,2,nao,medium,0.43,3,nao
153,technical,0.46,sim,2,nao,medium,0.45,3,sim
160,technical,0.5700000000000001,sim,2,nao,medium,0.43,3,nao
160,technical,0.49,sim,2,nao,medium,0.43,3,nao
282,technical,0.8300000000000001,sim,6,nao,medium,0.09,4,nao
128,technical,0.47000000000000003,sim,2,nao,medium,0.43,3,nao
232,technical,0.9400000000000001,sim,4,nao,medium,0.79,5,nao
226,support,0.58,sim,3,nao,medium,0.85,2,nao
129,support,0.45,sim,2,nao,medium,0.38,3,nao
255,support,0.92,sim,7,nao,medium,0.11,4,nao
258,support,0.99,sim,5,nao,high,0.8300000000000001,5,nao
229,support,0.91,sim,4,nao,low,0.81,5,nao
143,support,0.56,sim,2,nao,medium,0.42,3,nao
257,support,0.87,sim,6,nao,medium,0.11,4,nao
275,support,0.85,sim,7,nao,medium,0.11,4,nao
291,support,0.89,sim,7,nao,medium,0.1,4,nao
153,support,0.54,sim,5,nao,low,0.5,4,nao
154,support,0.49,sim,2,nao,low,0.44,3,nao
301,technical,0.9,sim,6,nao,low,0.11,4,nao
134,technical,0.52,sim,2,nao,low,0.39,3,nao
245,technical,0.78,sim,6,nao,low,0.11,4,nao
132,management,0.5,sim,2,nao,low,0.36,3,nao
130,IT,0.51,sim,2,nao,low,0.43,3,nao
127,IT,0.5,sim,2,nao,low,0.4,3,nao
246,IT,0.84,sim,4,nao,low,0.86,6,nao
145,IT,0.49,sim,2,nao,low,0.38,3,nao
138,IT,0.45,sim,2,sim,low,0.46,3,nao
129,product_mng,0.5700000000000001,sim,2,nao,low,0.37,3,nao
150,product_mng,0.52,sim,2,nao,low,0.43,3,nao
253,product_mng,0.93,sim,5,nao,low,0.66,5,nao
160,product_mng,0.48,sim,2,nao,low,0.37,3,nao
235,IT,0.92,sim,5,nao,low,0.77,5,nao
151,sales,0.55,sim,2,nao,low,0.38,3,nao
127,sales,0.54,sim,2,nao,low,0.39,3,nao
151,sales,0.55,sim,2,nao,low,0.41000000000000003,3,nao
290,sales,0.9,sim,7,nao,low,0.1,4,nao
249,sales,0.93,sim,6,nao,low,0.09,4,nao
131,marketing,0.47000000000000003,sim,2,nao,medium,0.41000000000000003,3,nao
159,sales,0.46,sim,2,nao,medium,0.39,3,nao
223,accounting,0.99,sim,4,nao,medium,0.8300000000000001,5,nao
214,support,0.87,sim,3,nao,medium,0.09,2,nao
227,technical,0.81,sim,5,nao,medium,0.75,5,nao
127,management,0.54,sim,2,nao,medium,0.44,3,nao
293,marketing,0.84,sim,6,nao,medium,0.1,5,nao
141,marketing,0.46,sim,2,nao,medium,0.42,3,nao
300,marketing,0.8300000000000001,sim,6,nao,medium,0.1,4,nao
309,sales,0.86,sim,6,nao,medium,0.1,4,nao
149,sales,0.77,sim,4,nao,medium,0.31,3,nao
159,sales,0.54,sim,2,nao,medium,0.42,3,nao
152,sales,0.5,sim,2,nao,high,0.38,3,nao
158,sales,0.5700000000000001,sim,2,nao,low,0.39,3,nao
254,sales,0.97,sim,6,nao,medium,0.1,5,nao
294,sales,0.93,sim,6,nao,medium,0.11,4,nao
269,sales,0.92,sim,7,nao,medium,0.1,4,nao
247,sales,0.9,sim,7,nao,medium,0.11,4,nao
271,sales,0.65,sim,3,nao,low,0.44,4,nao
232,sales,0.96,sim,4,nao,low,0.91,5,nao
245,sales,1.0,sim,4,nao,low,0.72,5,nao
132,sales,0.46,sim,2,nao,low,0.36,3,nao
131,sales,0.5700000000000001,sim,2,nao,low,0.44,3,nao
248,sales,0.99,sim,5,nao,low,0.85,5,nao
225,sales,0.93,sim,5,nao,low,0.78,5,nao
156,sales,0.46,sim,2,nao,low,0.39,3,nao
222,sales,0.81,sim,3,nao,low,0.78,2,nao
243,sales,0.92,sim,6,nao,low,0.1,4,sim
204,accounting,0.99,sim,4,nao,low,0.23,4,sim
301,accounting,0.87,sim,6,nao,low,0.11,4,nao
259,accounting,0.8300000000000001,sim,5,nao,low,0.9,5,nao
247,hr,0.89,sim,4,nao,low,0.91,5,nao
295,hr,0.79,sim,7,nao,low,0.11,4,nao
150,hr,0.54,sim,2,nao,low,0.43,3,nao
151,hr,0.49,sim,2,nao,low,0.45,3,nao
291,technical,0.91,sim,5,nao,low,0.11,4,nao
253,technical,0.93,sim,6,nao,low,0.11,4,sim
161,technical,0.5,sim,2,nao,low,0.43,3,nao
251,technical,0.97,sim,4,nao,low,0.91,6,nao
153,technical,0.55,sim,2,nao,medium,0.43,3,nao
264,technical,0.8200000000000001,sim,5,nao,medium,0.85,6,nao
310,technical,0.77,sim,6,nao,medium,0.1,4,nao
266,technical,0.9500000000000001,sim,5,nao,medium,0.81,5,nao
237,technical,0.62,sim,4,nao,medium,0.36,2,nao
138,technical,0.54,sim,2,nao,medium,0.45,3,nao
227,technical,1.0,sim,5,nao,medium,0.86,5,nao
300,support,1.0,sim,4,nao,medium,0.71,5,nao
310,support,0.97,sim,7,nao,medium,0.11,4,nao
236,support,0.93,sim,5,nao,medium,0.84,5,nao
288,support,0.97,sim,7,nao,medium,0.09,4,nao
127,support,0.49,sim,2,nao,medium,0.38,3,nao
139,support,0.55,sim,6,nao,high,0.15,4,nao
253,support,0.92,sim,7,nao,low,0.1,4,sim
218,support,0.97,sim,4,nao,medium,0.8,5,sim
251,support,0.97,sim,5,nao,medium,0.84,5,nao
264,support,0.87,sim,6,nao,medium,0.11,4,nao
149,support,0.79,sim,3,nao,medium,0.89,2,nao
138,technical,0.51,sim,2,nao,low,0.45,3,nao
284,technical,0.93,sim,7,nao,low,0.11,4,nao
244,technical,0.93,sim,5,nao,low,0.74,5,nao
128,management,0.5,sim,2,nao,low,0.41000000000000003,3,nao
154,IT,0.53,sim,2,nao,low,0.44,3,nao
138,IT,0.56,sim,2,nao,low,0.37,3,nao
308,IT,0.86,sim,6,nao,low,0.11,4,nao
269,IT,0.93,sim,6,nao,low,0.1,4,nao
136,IT,0.74,sim,6,nao,low,0.7000000000000001,3,nao
160,product_mng,1.0,sim,2,nao,low,0.59,5,nao
138,product_mng,0.53,sim,2,nao,low,0.38,3,nao
220,product_mng,0.9500000000000001,sim,4,nao,low,0.72,5,nao
274,product_mng,1.0,sim,5,nao,low,0.73,5,nao
161,IT,0.48,sim,2,nao,low,0.39,3,nao
224,RandD,0.8200000000000001,sim,5,nao,low,0.89,6,nao
260,RandD,1.0,sim,4,nao,low,0.89,5,nao
300,RandD,0.78,sim,6,nao,low,0.11,4,sim
133,RandD,0.56,sim,2,nao,low,0.43,3,nao
308,RandD,0.93,sim,6,nao,low,0.09,4,nao
238,marketing,0.9,sim,5,nao,low,0.81,6,nao
126,sales,0.53,sim,2,nao,low,0.37,3,nao
138,accounting,0.56,sim,2,nao,medium,0.36,3,nao
299,support,0.85,sim,6,nao,medium,0.11,4,nao
254,technical,0.85,sim,6,nao,medium,0.1,4,nao
156,management,0.47000000000000003,sim,7,nao,medium,0.66,2,nao
152,marketing,0.47000000000000003,sim,2,nao,medium,0.39,3,nao
146,marketing,0.51,sim,2,nao,medium,0.44,3,nao
253,marketing,0.84,sim,6,nao,medium,0.1,4,nao
227,sales,0.9400000000000001,sim,5,nao,medium,0.79,6,nao
301,sales,0.81,sim,6,nao,medium,0.1,4,sim
294,sales,0.9400000000000001,sim,6,nao,medium,0.54,3,nao
151,sales,0.47000000000000003,sim,2,nao,medium,0.37,3,nao
128,sales,0.5700000000000001,sim,2,nao,medium,0.37,3,nao
217,sales,0.89,sim,5,nao,high,0.8200000000000001,5,nao
160,sales,0.52,sim,2,nao,low,0.45,3,nao
263,sales,0.9,sim,5,nao,medium,0.79,5,nao
156,sales,0.56,sim,2,nao,medium,0.42,3,nao
273,sales,0.85,sim,6,nao,medium,0.1,4,nao
303,sales,0.78,sim,6,nao,medium,0.11,4,nao
253,sales,1.0,sim,4,nao,low,0.74,5,nao
270,sales,0.93,sim,6,nao,low,0.1,4,nao
218,sales,1.0,sim,4,nao,low,0.79,5,nao
144,sales,0.48,sim,2,nao,low,0.43,3,nao
154,sales,0.47000000000000003,sim,2,nao,low,0.41000000000000003,3,nao
146,sales,0.55,sim,2,nao,low,0.39,3,nao
260,sales,0.9400000000000001,sim,6,nao,low,0.1,4,nao
218,sales,0.85,sim,5,nao,low,0.8200000000000001,5,nao
128,accounting,0.46,sim,2,nao,low,0.41000000000000003,3,nao
128,accounting,0.56,sim,2,nao,low,0.42,3,nao
248,accounting,0.88,sim,4,nao,low,0.74,6,nao
152,hr,0.5700000000000001,sim,2,nao,low,0.38,3,sim
126,hr,0.56,sim,2,nao,low,0.39,3,nao
260,hr,0.9400000000000001,sim,4,nao,low,0.87,5,nao
263,hr,0.9,sim,5,nao,low,0.1,4,nao
220,technical,1.0,sim,5,nao,low,0.78,5,nao
282,technical,0.73,sim,7,nao,low,0.14,5,nao
277,technical,0.9400000000000001,sim,6,nao,low,0.11,5,nao
257,technical,0.9400000000000001,sim,5,nao,low,0.91,5,nao
265,technical,0.63,sim,6,nao,low,0.49,3,nao
143,technical,0.47000000000000003,sim,2,nao,low,0.38,3,nao
263,technical,0.97,sim,5,nao,medium,0.8200000000000001,5,nao
154,technical,0.88,sim,3,nao,medium,0.38,4,nao
253,technical,1.0,sim,5,nao,medium,0.89,5,nao
294,technical,0.79,sim,6,nao,medium,0.11,4,nao
128,technical,0.51,sim,2,nao,medium,0.37,3,nao
153,support,0.5,sim,2,nao,medium,0.38,3,nao
256,support,0.87,sim,5,nao,medium,0.78,5,nao
127,support,0.51,sim,2,nao,medium,0.41000000000000003,3,nao
137,support,0.51,sim,2,nao,medium,0.41000000000000003,3,nao
295,support,0.8300000000000001,sim,6,nao,medium,0.11,4,nao
281,support,0.79,sim,6,nao,medium,0.11,4,nao
131,support,0.5700000000000001,sim,2,nao,medium,0.43,3,sim
237,support,0.86,sim,5,nao,high,0.75,5,nao
276,support,0.99,sim,4,nao,low,0.74,5,nao
267,support,0.85,sim,5,nao,medium,0.85,5,nao
266,support,0.92,sim,5,nao,medium,0.73,5,nao
294,technical,0.79,sim,6,nao,medium,0.1,4,nao
134,technical,0.56,sim,2,nao,medium,0.44,3,nao
309,technical,0.56,sim,3,nao,low,0.30000000000000004,4,sim
273,management,0.77,sim,7,nao,low,0.11,4,nao
238,IT,0.8300000000000001,sim,5,nao,low,0.84,5,nao
271,IT,0.9400000000000001,sim,5,nao,low,0.78,6,nao
145,IT,0.53,sim,2,nao,low,0.43,3,nao
152,IT,0.55,sim,2,nao,low,0.36,3,nao
128,IT,0.47000000000000003,sim,2,nao,low,0.43,3,nao
142,product_mng,0.46,sim,2,nao,low,0.45,3,nao
238,product_mng,0.93,sim,5,nao,low,0.76,5,nao
286,product_mng,0.78,sim,7,nao,low,0.1,4,nao
291,product_mng,0.86,sim,6,nao,low,0.09,4,nao
259,IT,1.0,sim,5,nao,low,0.92,5,nao
248,sales,0.9,sim,5,nao,low,0.92,5,nao
271,sales,0.98,sim,4,nao,low,0.79,5,nao
140,sales,0.51,sim,2,nao,low,0.43,3,nao
274,sales,0.9500000000000001,sim,4,nao,low,0.8,5,nao
127,sales,0.49,sim,2,nao,low,0.44,3,sim
275,marketing,0.87,sim,5,nao,low,0.89,6,nao
239,sales,0.88,sim,3,nao,low,0.48,3,nao
304,accounting,0.8200000000000001,sim,6,nao,low,0.11,4,sim
145,support,0.55,sim,2,nao,low,0.38,3,nao
259,technical,0.85,sim,6,nao,medium,0.11,4,nao
264,management,0.86,sim,4,nao,medium,0.8200000000000001,5,nao
160,marketing,0.45,sim,2,nao,medium,0.37,3,nao
138,marketing,0.48,sim,2,nao,medium,0.4,3,nao
137,marketing,0.47000000000000003,sim,2,nao,medium,0.43,3,nao
156,sales,0.5,sim,2,nao,medium,0.44,3,nao
147,sales,0.56,sim,2,nao,medium,0.42,3,nao
243,sales,0.8,sim,7,nao,medium,0.11,4,nao
236,sales,0.87,sim,4,nao,medium,0.78,5,nao
212,sales,0.86,sim,2,nao,medium,0.46,4,nao
261,sales,0.91,sim,5,nao,medium,0.77,6,nao
243,sales,0.8200000000000001,sim,4,nao,medium,0.8300000000000001,5,nao
271,sales,0.58,sim,5,nao,high,0.32,5,nao
154,sales,0.92,sim,5,nao,low,0.9,4,nao
151,sales,0.52,sim,2,nao,medium,0.42,3,nao
254,sales,0.96,sim,6,nao,medium,0.1,4,sim
285,sales,0.91,sim,6,nao,medium,0.1,4,nao
130,sales,0.49,sim,2,nao,medium,0.44,3,nao
301,sales,0.9500000000000001,sim,7,nao,low,0.1,4,nao
286,sales,0.8,sim,6,nao,low,0.11,4,nao
246,sales,0.89,sim,6,nao,low,0.1,4,nao
